ID,Región,Comuna,Tipo Propiedad,Precio,Metros Totales,Metros Útiles,Habitaciones,Baños,Estacionamiento,Bodega,Año Construcción
4045,Metropolitana,Santiago,Terreno,417661110,104,93,1,2,Sí,No,2020
4046,Valparaíso,Viña del Mar,Departamento,329092846,68,51,3,3,No,No,1973
4047,Biobío,Concepción,Casa,452595171,76,56,5,4,No,Sí,1962
4048,Valparaíso,Viña del Mar,Casa,173954095,297,271,5,2,No,No,1992
4049,Biobío,Los Ángeles,Terreno,63355693,111,87,1,2,No,Sí,1978
4050,Valparaíso,Valparaíso,Terreno,63789150,142,133,2,1,No,No,1961
4051,Metropolitana,Providencia,Departamento,152219230,117,100,4,2,Sí,No,1963
4052,Los Lagos,Puerto Montt,Oficina,89727896,241,216,3,4,Sí,No,2003
4053,Valparaíso,Valparaíso,Oficina,387271454,113,103,5,2,No,No,1961
4054,Metropolitana,Providencia,Departamento,213448049,104,79,5,4,Sí,Sí,1965
4055,Biobío,Concepción,Departamento,471201194,155,142,4,1,Sí,Sí,2010
4056,Biobío,Concepción,Casa,491070242,169,149,3,3,No,No,2003
4057,Valparaíso,Viña del Mar,Departamento,69614946,45,20,1,3,Sí,Sí,1954
4058,Los Lagos,Puerto Montt,Oficina,312582648,70,62,3,2,No,No,1977
4059,Metropolitana,Providencia,Oficina,105471881,126,104,6,4,Sí,Sí,1950
4060,Biobío,Concepción,Casa,280907309,57,52,4,4,Sí,Sí,1971
4061,Metropolitana,Las Condes,Casa,107472880,293,270,5,3,No,Sí,2015
4062,Los Lagos,Puerto Montt,Departamento,138750613,243,226,1,1,No,Sí,1990
4063,Coquimbo,La Serena,Oficina,320005893,50,31,3,1,No,No,1983
4064,Valparaíso,Viña del Mar,Casa,283538467,43,30,4,1,Sí,No,1974
4065,Valparaíso,Viña del Mar,Departamento,452457698,276,264,6,3,Sí,No,1978
4066,Biobío,Los Ángeles,Terreno,363011121,32,20,3,1,No,No,1977
4067,Coquimbo,La Serena,Oficina,460296139,178,166,5,4,No,Sí,1993
4068,Metropolitana,Las Condes,Departamento,178657142,251,222,4,2,Sí,No,2013
4069,Biobío,Los Ángeles,Departamento,99755730,231,209,5,3,No,No,1972
4070,Metropolitana,Las Condes,Departamento,281140600,126,121,6,4,No,Sí,2022
4071,Metropolitana,Providencia,Departamento,236413492,239,234,4,3,No,No,2009
4072,Valparaíso,Viña del Mar,Oficina,320477409,251,223,3,2,Sí,Sí,2013
4073,Valparaíso,Viña del Mar,Oficina,312688447,76,68,5,3,Sí,No,2003
4074,Metropolitana,Providencia,Terreno,205252247,92,70,1,2,No,Sí,2006
4075,Araucanía,Temuco,Casa,295884598,161,140,4,2,Sí,No,2017
4076,Biobío,Los Ángeles,Casa,374624967,196,187,4,2,No,Sí,1962
4077,Biobío,Concepción,Terreno,301276885,281,261,1,3,Sí,Sí,1978
4078,Metropolitana,Providencia,Casa,346315293,53,47,4,3,Sí,Sí,1972
4079,Biobío,Concepción,Casa,287167622,110,83,3,2,No,Sí,2005
4080,Coquimbo,La Serena,Casa,60110952,268,255,5,1,No,No,1998
4081,Araucanía,Temuco,Terreno,264920465,91,69,6,1,No,Sí,1998
4082,Metropolitana,Las Condes,Terreno,188979825,222,216,6,1,Sí,Sí,2018
4083,Biobío,Concepción,Casa,281401395,132,121,2,2,No,No,2016
4084,Biobío,Concepción,Casa,247629007,233,219,2,1,Sí,Sí,2018
4085,Metropolitana,Las Condes,Departamento,31096784,225,219,4,2,No,No,1960
4086,Biobío,Los Ángeles,Departamento,279444691,134,109,4,2,Sí,Sí,1967
4087,Biobío,Los Ángeles,Departamento,194428216,117,107,5,2,No,Sí,1956
4088,Biobío,Concepción,Casa,337196706,186,167,6,3,No,No,2005
4089,Los Lagos,Puerto Montt,Departamento,205327602,247,217,3,1,Sí,No,1964
4090,Metropolitana,Santiago,Casa,347550610,183,156,2,1,No,No,1992
4091,Metropolitana,Santiago,Departamento,437982490,160,145,3,1,No,Sí,1966
4092,Valparaíso,Valparaíso,Casa,417074094,61,33,4,4,Sí,No,2005
4093,Metropolitana,Las Condes,Oficina,361431998,258,237,6,1,No,Sí,1987
4094,Metropolitana,Las Condes,Departamento,235084251,246,222,3,1,Sí,Sí,2018
4095,Metropolitana,Santiago,Casa,498623229,217,192,2,4,Sí,No,2009
4096,Los Lagos,Puerto Montt,Terreno,178710856,241,229,5,2,Sí,No,1972
4097,Valparaíso,Valparaíso,Casa,462054623,275,247,1,2,Sí,Sí,1998
4098,Metropolitana,Las Condes,Terreno,148912519,76,48,2,2,No,No,1990
4099,Araucanía,Temuco,Terreno,87824123,146,124,2,2,No,No,1963
4100,Biobío,Concepción,Oficina,403482481,235,229,1,3,Sí,Sí,1999
4101,Los Lagos,Puerto Montt,Terreno,183536641,240,223,2,1,Sí,Sí,1979
4102,Valparaíso,Viña del Mar,Casa,229463489,300,281,6,3,No,Sí,1983
4103,Biobío,Los Ángeles,Departamento,475988227,63,51,2,1,No,No,2010
4104,Biobío,Concepción,Oficina,353780338,173,147,4,3,No,Sí,2018
4105,Biobío,Los Ángeles,Terreno,175526437,66,52,6,3,No,No,1953
4106,Coquimbo,La Serena,Departamento,360587946,155,128,3,3,No,Sí,1958
4107,Valparaíso,Valparaíso,Oficina,418767999,116,102,6,3,No,Sí,2000
4108,Los Lagos,Puerto Montt,Departamento,421364153,45,20,1,1,No,No,1953
4109,Biobío,Concepción,Casa,414554499,228,217,5,1,Sí,Sí,1956
4110,Valparaíso,Valparaíso,Departamento,139774315,231,217,5,4,No,No,2012
4111,Araucanía,Temuco,Departamento,238778389,165,142,4,2,Sí,Sí,1968
4112,Metropolitana,Las Condes,Casa,37428629,86,66,5,2,Sí,Sí,2016
4113,Metropolitana,Las Condes,Casa,291991864,84,57,3,4,No,No,1957
4114,Araucanía,Temuco,Oficina,350636483,32,20,3,2,No,Sí,2020
4115,Biobío,Los Ángeles,Oficina,63432961,137,126,6,4,No,No,1995
4116,Metropolitana,Las Condes,Departamento,458545968,96,71,6,4,No,No,2007
4117,Metropolitana,Santiago,Casa,112926489,218,205,4,4,Sí,No,1996
4118,Araucanía,Temuco,Oficina,190805913,183,163,1,3,Sí,Sí,2001
4119,Coquimbo,La Serena,Oficina,368204119,287,280,5,3,Sí,No,1963
4120,Valparaíso,Valparaíso,Casa,350153206,80,60,1,3,Sí,No,1955
4121,Metropolitana,Santiago,Terreno,324816101,151,146,2,2,Sí,No,1973
4122,Araucanía,Temuco,Terreno,348898308,221,203,6,1,No,No,1984
4123,Araucanía,Temuco,Oficina,441249950,134,123,2,4,Sí,Sí,2013
4124,Araucanía,Temuco,Casa,174092579,95,82,4,3,No,No,1985
4125,Metropolitana,Providencia,Terreno,427904302,56,51,2,2,No,No,1960
4126,Los Lagos,Puerto Montt,Casa,379021332,175,165,5,4,No,Sí,2005
4127,Los Lagos,Puerto Montt,Departamento,327453577,288,268,5,3,Sí,No,1994
4128,Valparaíso,Valparaíso,Departamento,192432226,50,39,6,3,No,No,2009
4129,Metropolitana,Providencia,Terreno,369606606,228,214,1,2,No,Sí,2021
4130,Coquimbo,La Serena,Terreno,288107248,199,186,2,2,Sí,Sí,1967
4131,Metropolitana,Santiago,Terreno,246095165,37,22,5,4,Sí,No,1960
4132,Metropolitana,Las Condes,Casa,385467351,248,234,1,3,Sí,No,1955
4133,Coquimbo,La Serena,Terreno,488905248,266,240,1,3,No,No,1997
4134,Metropolitana,Las Condes,Casa,365741039,120,95,5,1,Sí,Sí,2017
4135,Los Lagos,Puerto Montt,Casa,180507132,125,103,3,1,Sí,Sí,1956
4136,Metropolitana,Santiago,Terreno,30987138,263,246,3,1,Sí,Sí,2020
4137,Metropolitana,Las Condes,Terreno,186024964,244,225,4,3,No,Sí,1950
4138,Coquimbo,La Serena,Terreno,90450815,261,235,2,3,Sí,Sí,1951
4139,Metropolitana,Providencia,Terreno,220527872,207,187,6,1,No,No,1969
4140,Los Lagos,Puerto Montt,Departamento,98943012,232,204,1,2,Sí,No,1951
4141,Biobío,Los Ángeles,Oficina,36947508,296,279,2,3,Sí,Sí,1973
4142,Los Lagos,Puerto Montt,Departamento,214602729,118,92,1,1,No,Sí,1977
4143,Biobío,Los Ángeles,Oficina,215011699,290,284,3,3,Sí,No,1951
4144,Coquimbo,La Serena,Oficina,147504613,56,38,1,3,No,Sí,2011
4145,Metropolitana,Las Condes,Casa,314720870,220,197,2,1,Sí,No,1993
4146,Valparaíso,Valparaíso,Departamento,246628779,255,228,1,2,No,No,1985
4147,Los Lagos,Puerto Montt,Terreno,273657731,43,24,5,1,No,Sí,1989
4148,Los Lagos,Puerto Montt,Terreno,70431955,231,212,3,1,Sí,No,2015
4149,Valparaíso,Viña del Mar,Departamento,231927000,193,187,3,1,Sí,No,1976
4150,Biobío,Los Ángeles,Terreno,259534427,227,210,3,2,No,No,1951
4151,Valparaíso,Valparaíso,Departamento,326300522,205,198,4,2,No,Sí,1997
4152,Araucanía,Temuco,Terreno,463757738,49,26,4,3,Sí,No,2008
4153,Araucanía,Temuco,Casa,245138275,161,150,2,3,No,No,1983
4154,Metropolitana,Providencia,Departamento,161002539,292,270,3,2,No,Sí,2006
4155,Valparaíso,Viña del Mar,Oficina,444858946,210,185,2,1,No,Sí,2021
4156,Araucanía,Temuco,Terreno,338009184,193,163,2,4,No,Sí,1987
4157,Los Lagos,Puerto Montt,Terreno,233539180,165,155,2,3,No,No,2015
4158,Metropolitana,Santiago,Departamento,284561379,246,219,6,2,Sí,No,2017
4159,Valparaíso,Viña del Mar,Oficina,43828734,125,106,6,2,No,Sí,1974
4160,Valparaíso,Valparaíso,Casa,142076668,107,81,5,3,Sí,No,1986
4161,Coquimbo,La Serena,Casa,298220034,119,109,5,4,No,Sí,1996
4162,Araucanía,Temuco,Oficina,453449323,143,136,5,3,Sí,No,1968
4163,Biobío,Concepción,Casa,149713105,220,210,4,1,No,No,2000
4164,Araucanía,Temuco,Departamento,268789637,185,167,1,4,Sí,Sí,1981
4165,Metropolitana,Providencia,Casa,458962086,246,240,4,4,No,Sí,2023
4166,Biobío,Los Ángeles,Oficina,305845342,230,211,6,2,No,Sí,1981
4167,Los Lagos,Puerto Montt,Casa,439179591,139,129,3,2,Sí,No,1971
4168,Valparaíso,Valparaíso,Terreno,490913592,174,152,2,2,No,No,1957
4169,Biobío,Los Ángeles,Departamento,48805409,277,252,5,4,Sí,No,1977
4170,Valparaíso,Viña del Mar,Casa,198925557,211,205,4,4,Sí,No,1951
4171,Metropolitana,Las Condes,Casa,474228722,163,153,1,4,No,Sí,1970
4172,Metropolitana,Las Condes,Departamento,207202319,268,250,4,2,Sí,Sí,1974
4173,Coquimbo,La Serena,Terreno,258065186,281,260,2,4,No,Sí,1968
4174,Biobío,Concepción,Terreno,98822613,194,186,5,4,Sí,No,2017
4175,Valparaíso,Viña del Mar,Casa,204245224,30,20,1,4,Sí,Sí,2016
4176,Biobío,Concepción,Oficina,284908136,293,266,6,4,No,Sí,1951
4177,Metropolitana,Santiago,Oficina,492523062,212,203,5,3,No,Sí,1963
4178,Los Lagos,Puerto Montt,Oficina,481854013,288,265,3,3,No,Sí,2010
4179,Biobío,Los Ángeles,Casa,268747054,105,75,1,4,No,No,1981
4180,Valparaíso,Viña del Mar,Departamento,313799709,233,221,5,2,Sí,Sí,1975
4181,Valparaíso,Viña del Mar,Oficina,436536793,59,35,3,1,Sí,No,2003
4182,Biobío,Concepción,Oficina,351849884,84,59,3,3,No,Sí,2018
4183,Metropolitana,Santiago,Casa,337983968,56,47,2,2,No,Sí,2003
4184,Metropolitana,Las Condes,Oficina,446172462,80,73,6,1,Sí,Sí,2011
4185,Biobío,Los Ángeles,Oficina,112951661,184,170,4,4,No,No,2003
4186,Metropolitana,Providencia,Terreno,470245505,36,20,2,4,No,No,1989
4187,Valparaíso,Viña del Mar,Oficina,169856250,262,242,6,3,No,No,2005
4188,Metropolitana,Providencia,Terreno,497251497,287,259,6,2,Sí,Sí,2014
4189,Biobío,Los Ángeles,Casa,150265619,296,276,5,2,No,No,1964
4190,Araucanía,Temuco,Oficina,423698367,43,20,4,2,Sí,No,1973
4191,Biobío,Concepción,Departamento,396571741,284,275,3,2,No,Sí,1998
4192,Los Lagos,Puerto Montt,Terreno,455507665,101,82,2,4,Sí,Sí,2022
4193,Metropolitana,Las Condes,Oficina,482357800,100,90,6,4,No,Sí,1961
4194,Metropolitana,Santiago,Oficina,384116362,207,192,1,2,Sí,Sí,2014
4195,Metropolitana,Santiago,Terreno,434054114,215,186,2,3,Sí,No,1977
4196,Metropolitana,Providencia,Oficina,79718163,212,206,5,2,No,No,1981
4197,Metropolitana,Providencia,Casa,87322982,81,76,5,1,No,No,1967
4198,Coquimbo,La Serena,Casa,425238095,32,20,3,3,Sí,Sí,1988
4199,Valparaíso,Viña del Mar,Terreno,355836526,45,35,5,3,Sí,No,2005
4200,Araucanía,Temuco,Departamento,209211133,256,251,1,4,No,Sí,1989
4201,Biobío,Concepción,Terreno,443244570,170,146,4,4,No,No,1956
4202,Metropolitana,Las Condes,Casa,32187047,39,20,5,4,No,No,1992
4203,Biobío,Los Ángeles,Casa,404792151,194,178,1,1,Sí,Sí,1976
4204,Biobío,Concepción,Terreno,233996362,300,291,1,2,No,Sí,2021
4205,Metropolitana,Santiago,Terreno,198312743,91,65,2,4,Sí,Sí,1957
4206,Coquimbo,La Serena,Departamento,31342825,287,262,1,1,Sí,Sí,2010
4207,Araucanía,Temuco,Departamento,280403245,214,192,3,1,Sí,Sí,1965
4208,Araucanía,Temuco,Terreno,492565189,89,60,4,2,Sí,No,1984
4209,Araucanía,Temuco,Oficina,245528580,97,78,1,4,No,Sí,1996
4210,Los Lagos,Puerto Montt,Casa,490210638,278,270,1,2,Sí,Sí,1995
4211,Coquimbo,La Serena,Casa,428141047,103,87,1,1,Sí,No,1964
4212,Metropolitana,Santiago,Terreno,459137798,127,122,4,1,No,Sí,1994
4213,Valparaíso,Valparaíso,Casa,443899574,201,177,2,3,Sí,No,1978
4214,Coquimbo,La Serena,Terreno,183032871,55,45,3,1,No,No,1987
4215,Biobío,Concepción,Terreno,89344375,275,265,6,1,Sí,Sí,1962
4216,Coquimbo,La Serena,Terreno,66901449,45,35,2,1,No,Sí,2004
4217,Biobío,Concepción,Casa,209659556,127,117,1,4,No,Sí,2011
4218,Biobío,Los Ángeles,Casa,60874080,271,249,2,1,Sí,Sí,1962
4219,Metropolitana,Providencia,Oficina,96042880,59,48,5,3,Sí,No,1958
4220,Valparaíso,Viña del Mar,Departamento,183923641,109,100,4,1,Sí,Sí,2011
4221,Los Lagos,Puerto Montt,Departamento,156299480,53,40,2,4,Sí,Sí,2010
4222,Los Lagos,Puerto Montt,Departamento,465071743,74,59,5,2,Sí,No,2023
4223,Metropolitana,Las Condes,Casa,73416091,87,65,4,1,Sí,Sí,2010
4224,Biobío,Concepción,Casa,349032647,37,20,4,4,No,Sí,1953
4225,Biobío,Los Ángeles,Departamento,475134997,60,48,5,4,Sí,Sí,1955
4226,Araucanía,Temuco,Oficina,299285864,105,89,5,3,No,Sí,1987
4227,Metropolitana,Las Condes,Oficina,253856541,241,226,4,1,Sí,No,1993
4228,Metropolitana,Santiago,Departamento,202133425,227,203,5,4,No,Sí,1959
4229,Metropolitana,Santiago,Departamento,417869707,199,191,1,4,Sí,No,2005
4230,Biobío,Concepción,Terreno,293750455,259,250,1,2,No,Sí,2022
4231,Los Lagos,Puerto Montt,Oficina,34307127,95,70,1,4,No,No,1965
4232,Biobío,Los Ángeles,Oficina,150883829,122,108,2,4,No,Sí,1994
4233,Biobío,Los Ángeles,Terreno,188598523,81,66,2,1,No,No,1983
4234,Araucanía,Temuco,Casa,442253101,140,118,3,2,No,No,2002
4235,Metropolitana,Las Condes,Terreno,135491463,72,45,5,1,Sí,Sí,1954
4236,Valparaíso,Viña del Mar,Casa,123668519,148,130,1,2,Sí,Sí,2022
4237,Los Lagos,Puerto Montt,Terreno,280271536,268,254,6,4,Sí,Sí,2012
4238,Metropolitana,Providencia,Departamento,273328089,179,158,3,2,No,No,2006
4239,Valparaíso,Valparaíso,Oficina,175834637,279,251,1,1,Sí,No,2018
4240,Biobío,Concepción,Casa,99152125,276,266,5,3,Sí,Sí,2000
4241,Coquimbo,La Serena,Oficina,275236277,160,130,3,3,Sí,Sí,1968
4242,Coquimbo,La Serena,Casa,422506614,147,123,2,1,No,No,1965
4243,Valparaíso,Valparaíso,Departamento,409409120,271,264,5,1,Sí,No,1971
4244,Metropolitana,Las Condes,Departamento,413150553,214,191,1,4,Sí,Sí,1971
4245,Biobío,Los Ángeles,Terreno,212709395,103,83,5,4,Sí,No,1965
4246,Biobío,Los Ángeles,Departamento,58890500,59,31,1,3,No,Sí,2007
4247,Coquimbo,La Serena,Casa,247137401,209,196,4,3,No,No,2017
4248,Metropolitana,Providencia,Terreno,456828284,159,130,1,4,Sí,No,1982
4249,Valparaíso,Viña del Mar,Oficina,414343667,54,36,3,3,Sí,No,2004
4250,Coquimbo,La Serena,Terreno,415243220,269,245,3,1,Sí,Sí,1989
4251,Los Lagos,Puerto Montt,Terreno,289029442,156,146,4,2,No,No,2011
4252,Coquimbo,La Serena,Oficina,266431448,51,41,2,1,Sí,Sí,2004
4253,Valparaíso,Valparaíso,Terreno,445217126,110,96,5,3,Sí,No,2001
4254,Araucanía,Temuco,Departamento,59118976,136,109,4,3,No,Sí,1978
4255,Coquimbo,La Serena,Terreno,86837157,264,238,5,4,No,Sí,1965
4256,Biobío,Concepción,Terreno,32450205,47,20,1,4,No,Sí,1981
4257,Araucanía,Temuco,Departamento,252924338,47,36,4,2,No,Sí,1964
4258,Coquimbo,La Serena,Departamento,410454416,194,175,2,4,Sí,No,1981
4259,Valparaíso,Viña del Mar,Casa,292476484,267,244,2,3,No,No,2017
4260,Metropolitana,Providencia,Casa,215807263,246,218,4,4,Sí,No,1988
4261,Los Lagos,Puerto Montt,Casa,432262409,69,63,5,4,Sí,Sí,2022
4262,Coquimbo,La Serena,Casa,472168873,64,45,3,2,No,No,2014
4263,Valparaíso,Valparaíso,Terreno,391581114,75,62,2,4,Sí,Sí,2013
4264,Metropolitana,Santiago,Departamento,309188599,117,103,1,3,No,Sí,2012
4265,Metropolitana,Providencia,Casa,380456366,148,127,1,3,Sí,Sí,1993
4266,Metropolitana,Santiago,Casa,182342032,221,211,3,2,Sí,No,1958
4267,Coquimbo,La Serena,Terreno,249945115,96,76,4,4,Sí,Sí,1963
4268,Valparaíso,Viña del Mar,Terreno,217909326,262,253,5,1,Sí,No,1982
4269,Metropolitana,Las Condes,Departamento,395733538,133,122,5,1,No,No,1961
4270,Valparaíso,Viña del Mar,Departamento,335472551,143,115,1,3,No,No,1973
4271,Valparaíso,Viña del Mar,Terreno,87154969,140,120,4,4,No,Sí,2000
4272,Valparaíso,Valparaíso,Oficina,359147617,203,188,3,1,No,No,1980
4273,Los Lagos,Puerto Montt,Terreno,47433029,171,166,1,4,Sí,Sí,1987
4274,Valparaíso,Viña del Mar,Departamento,371407121,294,275,3,4,No,Sí,1978
4275,Metropolitana,Providencia,Casa,263830059,179,151,6,1,No,No,1980
4276,Biobío,Los Ángeles,Departamento,293428005,66,38,6,2,Sí,No,2010
4277,Los Lagos,Puerto Montt,Casa,441369741,185,170,5,4,Sí,Sí,1953
4278,Valparaíso,Valparaíso,Oficina,93809674,195,170,1,3,Sí,No,2003
4279,Valparaíso,Valparaíso,Terreno,243946546,84,71,1,2,No,No,1986
4280,Metropolitana,Las Condes,Departamento,82912531,148,122,6,1,Sí,Sí,1951
4281,Los Lagos,Puerto Montt,Terreno,406292826,204,199,3,2,Sí,Sí,2001
4282,Biobío,Los Ángeles,Oficina,485554818,295,268,2,2,Sí,No,1985
4283,Los Lagos,Puerto Montt,Oficina,56191010,229,218,4,2,No,Sí,1969
4284,Valparaíso,Valparaíso,Departamento,441598893,100,73,6,4,Sí,No,1986
4285,Araucanía,Temuco,Oficina,419274895,183,176,5,3,Sí,Sí,2014
4286,Los Lagos,Puerto Montt,Oficina,279841830,58,35,5,1,Sí,No,1950
4287,Valparaíso,Valparaíso,Departamento,36580211,174,147,6,1,Sí,Sí,2015
4288,Coquimbo,La Serena,Casa,213809591,130,105,3,2,No,Sí,1979
4289,Los Lagos,Puerto Montt,Terreno,467132729,273,253,1,2,Sí,No,1975
4290,Metropolitana,Providencia,Terreno,158495772,218,200,4,3,No,No,1958
4291,Valparaíso,Valparaíso,Oficina,250903273,177,152,5,2,No,No,2015
4292,Metropolitana,Las Condes,Terreno,228317530,226,217,4,4,Sí,Sí,1972
4293,Biobío,Los Ángeles,Oficina,432989772,40,35,2,3,Sí,No,1974
4294,Araucanía,Temuco,Terreno,329386260,268,255,2,1,No,Sí,1986
4295,Coquimbo,La Serena,Terreno,234742993,203,174,5,2,No,Sí,1950
4296,Valparaíso,Valparaíso,Terreno,222475061,185,157,5,4,No,No,1982
4297,Biobío,Los Ángeles,Casa,87226387,105,77,1,4,No,No,1995
4298,Metropolitana,Providencia,Departamento,478284231,109,85,5,2,Sí,Sí,1956
4299,Coquimbo,La Serena,Casa,306487989,229,211,2,3,No,No,1959
4300,Araucanía,Temuco,Casa,121634603,208,182,3,3,No,No,2003
4301,Coquimbo,La Serena,Oficina,332351631,124,104,4,1,No,Sí,1976
4302,Biobío,Concepción,Oficina,341108942,249,221,4,3,No,No,2009
4303,Biobío,Concepción,Oficina,420221406,142,112,4,3,Sí,Sí,1976
4304,Metropolitana,Santiago,Terreno,391160663,100,91,6,4,Sí,Sí,1967
4305,Valparaíso,Viña del Mar,Departamento,463107132,252,236,3,2,Sí,No,2015
4306,Coquimbo,La Serena,Terreno,439541984,101,78,2,4,No,No,1982
4307,Coquimbo,La Serena,Terreno,128501089,64,59,4,1,Sí,No,2002
4308,Metropolitana,Las Condes,Departamento,97510967,231,226,2,1,No,No,1958
4309,Los Lagos,Puerto Montt,Departamento,387073318,108,99,5,2,No,No,1995
4310,Valparaíso,Valparaíso,Casa,344875349,123,112,6,4,No,Sí,1952
4311,Biobío,Concepción,Oficina,80830720,251,236,3,3,No,No,1985
4312,Valparaíso,Viña del Mar,Departamento,134011394,288,274,2,3,Sí,Sí,1962
4313,Valparaíso,Valparaíso,Departamento,57434938,235,218,4,4,No,No,1953
4314,Metropolitana,Providencia,Oficina,414369874,242,213,6,2,No,No,1987
4315,Biobío,Concepción,Casa,30711080,264,250,2,2,No,Sí,1977
4316,Metropolitana,Las Condes,Oficina,178434958,78,55,6,3,Sí,No,1979
4317,Valparaíso,Viña del Mar,Oficina,361697256,243,218,6,2,No,No,2023
4318,Biobío,Los Ángeles,Oficina,234404569,172,164,6,3,No,Sí,2020
4319,Metropolitana,Santiago,Oficina,415191104,66,43,4,3,Sí,Sí,1994
4320,Biobío,Concepción,Oficina,473590945,43,26,6,4,Sí,Sí,2002
4321,Valparaíso,Valparaíso,Casa,85918429,256,237,6,2,Sí,No,1996
4322,Metropolitana,Santiago,Oficina,350449049,234,227,5,1,Sí,Sí,1988
4323,Valparaíso,Viña del Mar,Oficina,294029755,194,187,2,1,Sí,Sí,1991
4324,Metropolitana,Las Condes,Departamento,37527388,217,210,6,2,No,Sí,2016
4325,Biobío,Concepción,Casa,310913736,42,35,6,2,No,No,2011
4326,Biobío,Concepción,Departamento,155160146,169,160,6,2,Sí,Sí,2005
4327,Coquimbo,La Serena,Terreno,396894041,257,247,6,3,No,Sí,1995
4328,Coquimbo,La Serena,Departamento,58365762,74,44,4,2,Sí,No,2002
4329,Los Lagos,Puerto Montt,Oficina,489606683,285,267,3,1,No,No,1991
4330,Metropolitana,Providencia,Terreno,82193913,120,115,3,4,Sí,Sí,1973
4331,Biobío,Los Ángeles,Terreno,308078414,208,185,5,1,Sí,Sí,1996
4332,Valparaíso,Valparaíso,Departamento,41957867,276,255,5,4,Sí,No,1973
4333,Metropolitana,Providencia,Oficina,258960078,33,20,2,4,Sí,Sí,2003
4334,Valparaíso,Valparaíso,Departamento,286994404,243,223,2,4,No,No,2012
4335,Metropolitana,Providencia,Oficina,402667308,129,99,1,1,No,No,2008
4336,Valparaíso,Valparaíso,Departamento,176843717,87,63,3,1,Sí,No,2017
4337,Valparaíso,Valparaíso,Terreno,473250599,231,221,1,2,No,No,2020
4338,Araucanía,Temuco,Departamento,255168688,153,142,4,1,No,No,1969
4339,Metropolitana,Providencia,Terreno,149027089,272,259,4,4,Sí,No,1968
4340,Metropolitana,Providencia,Departamento,336086505,286,266,2,2,Sí,No,2009
4341,Metropolitana,Las Condes,Oficina,417932560,164,134,3,1,Sí,Sí,1965
4342,Biobío,Concepción,Terreno,128701146,84,77,5,4,No,Sí,2004
4343,Valparaíso,Valparaíso,Terreno,187446700,203,198,6,1,Sí,No,1954
4344,Los Lagos,Puerto Montt,Casa,315177094,104,97,6,3,Sí,No,2004
4345,Araucanía,Temuco,Departamento,226067861,64,45,3,1,No,Sí,2013
4346,Los Lagos,Puerto Montt,Departamento,435876137,149,128,3,1,Sí,Sí,1973
4347,Los Lagos,Puerto Montt,Departamento,198818402,109,84,3,4,No,Sí,1994
4348,Metropolitana,Las Condes,Terreno,216415962,194,178,1,3,Sí,No,2018
4349,Araucanía,Temuco,Oficina,381344476,182,168,1,2,No,Sí,1976
4350,Biobío,Los Ángeles,Casa,171755860,159,141,6,1,No,No,2021
4351,Biobío,Concepción,Terreno,379352654,221,216,5,2,No,Sí,1985
4352,Valparaíso,Valparaíso,Casa,153973225,176,169,4,1,Sí,No,1958
4353,Biobío,Concepción,Oficina,92211114,158,132,1,4,Sí,No,1995
4354,Metropolitana,Las Condes,Departamento,352294152,99,82,4,4,No,No,1965
4355,Valparaíso,Valparaíso,Terreno,265290098,277,271,5,1,No,No,2001
4356,Metropolitana,Las Condes,Oficina,459739828,132,107,3,1,No,No,2015
4357,Biobío,Los Ángeles,Departamento,400222717,236,206,4,4,No,Sí,1970
4358,Araucanía,Temuco,Departamento,470824142,142,133,4,3,No,Sí,2006
4359,Valparaíso,Valparaíso,Terreno,369750155,268,259,5,2,No,Sí,1970
4360,Araucanía,Temuco,Oficina,395501242,88,59,4,4,No,No,2002
4361,Los Lagos,Puerto Montt,Oficina,46568334,249,243,2,2,Sí,Sí,1962
4362,Coquimbo,La Serena,Oficina,67002831,228,200,4,1,No,No,2004
4363,Biobío,Los Ángeles,Oficina,178323676,218,211,4,4,No,Sí,2011
4364,Metropolitana,Las Condes,Oficina,410625268,77,68,2,4,Sí,Sí,1998
4365,Metropolitana,Las Condes,Oficina,72837684,139,133,3,4,Sí,No,1973
4366,Valparaíso,Viña del Mar,Casa,496561357,187,179,4,3,No,No,1984
4367,Valparaíso,Viña del Mar,Terreno,404486423,103,98,5,4,Sí,Sí,1975
4368,Valparaíso,Viña del Mar,Casa,331770307,90,61,3,1,No,No,1970
4369,Metropolitana,Providencia,Casa,427039757,115,93,5,1,Sí,No,2023
4370,Coquimbo,La Serena,Departamento,475494288,136,111,3,2,No,No,1993
4371,Valparaíso,Viña del Mar,Departamento,455166196,253,237,5,1,Sí,Sí,2014
4372,Valparaíso,Viña del Mar,Oficina,37544947,277,267,4,1,No,No,1958
4373,Biobío,Concepción,Casa,67145160,298,289,6,1,Sí,Sí,1972
4374,Coquimbo,La Serena,Departamento,403294557,200,170,6,2,No,No,1969
4375,Metropolitana,Santiago,Terreno,355711800,109,94,2,1,No,No,1998
4376,Metropolitana,Santiago,Casa,126497718,268,241,3,3,Sí,Sí,1985
4377,Biobío,Los Ángeles,Departamento,313062238,291,262,3,2,Sí,No,1989
4378,Metropolitana,Las Condes,Terreno,394512371,171,157,6,1,No,Sí,1989
4379,Valparaíso,Viña del Mar,Departamento,272443047,137,123,4,2,Sí,Sí,2007
